chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
0.5343338847160339,1.0,0.4503004252910614,0.27465227246284485,0.28443780541419983,0.2578124701976776,0.20289897918701172,0.11211755126714706,0.07261992990970612,0.07583954185247421,0.0888594537973404,0.27379533648490906,0.002731299726292491,4045.3156549155224,1836.0215229513922,6187.5,0.21435546875,-486.1778564453125,-111.6398696899414,-51.40701675415039,24.68115234375,13.812612533569336,-12.369624137878418,8.717596054077148,26.156661987304688,-23.005462646484375
